t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau,x_roll
0.2900,-0.001285,-0.066547,0.139843,0.1758,0.8483,-0.9639,-0.05,0.000006
0.2910,-0.001110,-0.065704,0.138883,0.1752,0.8437,-0.9592,-0.05,0.000006
0.2920,-0.000935,-0.064865,0.137929,0.1747,0.8391,-0.9546,-0.05,0.000006
0.2930,-0.000761,-0.064030,0.136979,0.1742,0.8345,-0.9499,-0.05,0.000006
0.2940,-0.000587,-0.063200,0.136034,0.1737,0.8299,-0.9452,-0.05,0.000006
0.2950,-0.000414,-0.062375,0.135093,0.1732,0.8253,-0.9405,-0.05,0.000006
0.2960,-0.000241,-0.061554,0.134157,0.1726,0.8207,-0.9358,-0.04,0.000006
0.2970,-0.000069,-0.060738,0.133226,0.1721,0.8161,-0.9311,-0.04,0.000006
0.2980,0.000102,-0.059927,0.132300,0.1716,0.8115,-0.9264,-0.04,0.000006
0.2990,0.000273,-0.059120,0.131378,0.1711,0.8069,-0.9217,-0.04,0.000006
0.3000,0.000444,-0.058318,0.130461,0.1706,0.8023,-0.9169,-0.04,0.000006
0.3010,0.000614,-0.057520,0.129549,0.1700,0.7977,-0.9122,-0.04,0.000006
0.3020,0.000783,-0.056727,0.128642,0.1695,0.7931,-0.9074,-0.04,0.000006
0.3030,0.000952,-0.055938,0.127739,0.1690,0.7885,-0.9027,-0.04,0.000007
0.3040,0.001121,-0.055154,0.126841,0.1685,0.7839,-0.8979,-0.04,0.000007
0.3050,0.001289,-0.054375,0.125948,0.1679,0.7794,-0.8931,-0.04,0.000007
0.3060,0.001456,-0.053600,0.125060,0.1674,0.7748,-0.8883,-0.04,0.000007
0.3070,0.001623,-0.052830,0.124176,0.1669,0.7702,-0.8835,-0.04,0.000007
0.3080,0.001790,-0.052064,0.123297,0.1664,0.7657,-0.8787,-0.04,0.000007
0.3090,0.001955,-0.051303,0.122423,0.1658,0.7611,-0.8739,-0.04,0.000007
0.3100,0.002121,-0.050547,0.121554,0.1653,0.7566,-0.8691,-0.04,0.000007
0.3110,0.002286,-0.049795,0.120690,0.1648,0.7520,-0.8643,-0.04,0.000007
0.3120,0.002450,-0.049047,0.119830,0.1643,0.7475,-0.8595,-0.04,0.000007
0.3130,0.002614,-0.048304,0.118976,0.1637,0.7429,-0.8546,-0.04,0.000007
0.3140,0.002777,-0.047566,0.118126,0.1632,0.7384,-0.8498,-0.04,0.000007
0.3150,0.002940,-0.046832,0.117281,0.1627,0.7339,-0.8450,-0.04,0.000007
0.3160,0.003102,-0.046103,0.116441,0.1622,0.7293,-0.8401,-0.04,0.000007
0.3170,0.003263,-0.045378,0.115606,0.1616,0.7248,-0.8353,-0.03,0.000007
0.3180,0.003424,-0.044657,0.114775,0.1611,0.7203,-0.8305,-0.03,0.000007
0.3190,0.003585,-0.043942,0.113949,0.1606,0.7158,-0.8256,-0.03,0.000007
0.3200,0.003745,-0.043230,0.113129,0.1601,0.7113,-0.8208,-0.03,0.000007
0.3210,0.003905,-0.042523,0.112313,0.1595,0.7069,-0.8159,-0.03,0.000007
0.3220,0.004064,-0.041821,0.111502,0.1590,0.7024,-0.8111,-0.03,0.000007
0.3230,0.004222,-0.041123,0.110696,0.1585,0.6979,-0.8062,-0.03,0.000007
0.3240,0.004380,-0.040430,0.109894,0.1580,0.6934,-0.8013,-0.03,0.000007
0.3250,0.004538,-0.039741,0.109098,0.1574,0.6890,-0.7965,-0.03,0.000007
0.3260,0.004694,-0.039056,0.108306,0.1569,0.6845,-0.7916,-0.03,0.000007
0.3270,0.004851,-0.038376,0.107519,0.1564,0.6801,-0.7868,-0.03,0.000007
0.3280,0.005007,-0.037700,0.106737,0.1558,0.6756,-0.7819,-0.03,0.000007
0.3290,0.005162,-0.037029,0.105960,0.1553,0.6712,-0.7771,-0.03,0.000007
0.3300,0.005317,-0.036362,0.105188,0.1548,0.6668,-0.7722,-0.03,0.000007
0.3310,0.005471,-0.035700,0.104421,0.1543,0.6624,-0.7673,-0.03,0.000007
0.3320,0.005625,-0.035042,0.103658,0.1537,0.6580,-0.7625,-0.03,0.000007
0.3330,0.005778,-0.034388,0.102901,0.1532,0.6536,-0.7576,-0.03,0.000007
0.3340,0.005931,-0.033739,0.102148,0.1527,0.6492,-0.7528,-0.03,0.000007
0.3350,0.006083,-0.033094,0.101400,0.1521,0.6448,-0.7479,-0.03,0.000007
0.3360,0.006234,-0.032454,0.100657,0.1516,0.6405,-0.7431,-0.03,0.000007
0.3370,0.006385,-0.031818,0.099919,0.1511,0.6361,-0.7382,-0.03,0.000007
0.3380,0.006536,-0.031186,0.099185,0.1506,0.6318,-0.7334,-0.03,0.000007
0.3390,0.006686,-0.030559,0.098457,0.1500,0.6274,-0.7285,-0.03,0.000007
0.3400,0.006836,-0.029935,0.097733,0.1495,0.6231,-0.7237,-0.03,0.000007
0.3410,0.006984,-0.029317,0.097014,0.1490,0.6188,-0.7189,-0.02,0.000007
0.3420,0.007133,-0.028702,0.096300,0.1484,0.6145,-0.7140,-0.02,0.000007
0.3430,0.007281,-0.028092,0.095591,0.1479,0.6102,-0.7092,-0.02,0.000007
0.3440,0.007428,-0.027486,0.094887,0.1474,0.6059,-0.7044,-0.02,0.000007
0.3450,0.007575,-0.026885,0.094187,0.1468,0.6016,-0.6996,-0.02,0.000007
0.3460,0.007721,-0.026287,0.093492,0.1463,0.5973,-0.6948,-0.02,0.000007
0.3470,0.007867,-0.025694,0.092802,0.1458,0.5931,-0.6900,-0.02,0.000007
0.3480,0.008012,-0.025105,0.092117,0.1453,0.5888,-0.6852,-0.02,0.000007
0.3490,0.008157,-0.024521,0.091437,0.1447,0.5846,-0.6804,-0.02,0.000007
0.3500,0.008301,-0.023940,0.090761,0.1442,0.5804,-0.6756,-0.02,0.000007
0.3510,0.008445,-0.023364,0.090090,0.1437,0.5761,-0.6708,-0.02,0.000007
0.3520,0.008588,-0.022792,0.089424,0.1431,0.5719,-0.6660,-0.02,0.000007
0.3530,0.008731,-0.022225,0.088763,0.1426,0.5677,-0.6612,-0.02,0.000007
0.3540,0.008873,-0.021661,0.088107,0.1421,0.5635,-0.6565,-0.02,0.000007
0.3550,0.009014,-0.021102,0.087455,0.1415,0.5594,-0.6517,-0.02,0.000007
0.3560,0.009155,-0.020547,0.086808,0.1410,0.5552,-0.6470,-0.02,0.000007
0.3570,0.009296,-0.019995,0.086166,0.1405,0.5511,-0.6422,-0.02,0.000007
0.3580,0.009436,-0.019449,0.085528,0.1400,0.5469,-0.6375,-0.02,0.000007
0.3590,0.009575,-0.018906,0.084895,0.1394,0.5428,-0.6328,-0.02,0.000007
0.3600,0.009714,-0.018367,0.084267,0.1389,0.5387,-0.6280,-0.02,0.000007
0.3610,0.009853,-0.017833,0.083644,0.1384,0.5346,-0.6233,-0.02,0.000007
0.3620,0.009990,-0.017302,0.083025,0.1378,0.5305,-0.6186,-0.02,0.000007
0.3630,0.010128,-0.016776,0.082411,0.1373,0.5264,-0.6139,-0.02,0.000007
0.3640,0.010264,-0.016253,0.081802,0.1368,0.5223,-0.6092,-0.02,0.000007
0.3650,0.010401,-0.015735,0.081198,0.1362,0.5183,-0.6046,-0.02,0.000007
0.3660,0.010536,-0.015221,0.080598,0.1357,0.5142,-0.5999,-0.02,0.000007
0.3670,0.010672,-0.014711,0.080002,0.1352,0.5102,-0.5952,-0.02,0.000007
0.3680,0.010806,-0.014205,0.079412,0.1347,0.5062,-0.5906,-0.02,0.000007
0.3690,0.010940,-0.013702,0.078826,0.1341,0.5021,-0.5860,-0.02,0.000007
0.3700,0.011074,-0.013204,0.078245,0.1336,0.4981,-0.5813,-0.02,0.000007
0.3710,0.011207,-0.012710,0.077668,0.1331,0.4942,-0.5767,-0.01,0.000007
0.3720,0.011340,-0.012220,0.077096,0.1325,0.4902,-0.5721,-0.01,0.000007
0.3730,0.011472,-0.011734,0.076528,0.1320,0.4862,-0.5675,-0.01,0.000007
0.3740,0.011603,-0.011251,0.075965,0.1315,0.4823,-0.5629,-0.01,0.000007
0.3750,0.011734,-0.010773,0.075407,0.1309,0.4783,-0.5583,-0.01,0.000007
0.3760,0.011864,-0.010299,0.074853,0.1304,0.4744,-0.5538,-0.01,0.000007
0.3770,0.011994,-0.009828,0.074304,0.1299,0.4705,-0.5492,-0.01,0.000007
0.3780,0.012124,-0.009362,0.073759,0.1293,0.4666,-0.5447,-0.01,0.000007
0.3790,0.012252,-0.008899,0.073219,0.1288,0.4627,-0.5401,-0.01,0.000007
0.3800,0.012381,-0.008440,0.072684,0.1283,0.4589,-0.5356,-0.01,0.000007
0.3810,0.012508,-0.007985,0.072152,0.1278,0.4550,-0.5311,-0.01,0.000007
0.3820,0.012636,-0.007534,0.071626,0.1272,0.4512,-0.5266,-0.01,0.000007
0.3830,0.012762,-0.007086,0.071104,0.1267,0.4473,-0.5221,-0.01,0.000007
0.3840,0.012889,-0.006643,0.070586,0.1262,0.4435,-0.5177,-0.01,0.000007
0.3850,0.013014,-0.006203,0.070073,0.1256,0.4397,-0.5132,-0.01,0.000007
0.3860,0.013139,-0.005767,0.069564,0.1251,0.4359,-0.5088,-0.01,0.000007
0.3870,0.013264,-0.005335,0.069060,0.1246,0.4321,-0.5043,-0.01,0.000007
0.3880,0.013388,-0.004907,0.068560,0.1240,0.4284,-0.4999,-0.01,0.000007
0.3890,0.013511,-0.004482,0.068064,0.1235,0.4246,-0.4955,-0.01,0.000007
0.3900,0.013634,-0.004061,0.067573,0.1230,0.4209,-0.4911,-0.01,0.000007
0.3910,0.013757,-0.003644,0.067087,0.1224,0.4172,-0.4867,-0.01,0.000007
0.3920,0.013879,-0.003231,0.066604,0.1219,0.4135,-0.4824,-0.01,0.000007
0.3930,0.014000,-0.002821,0.066126,0.1214,0.4098,-0.4780,-0.01,0.000007
0.3940,0.014121,-0.002415,0.065653,0.1209,0.4061,-0.4737,-0.01,0.000007
0.3950,0.014241,-0.002012,0.065183,0.1203,0.4024,-0.4693,-0.01,0.000007
0.3960,0.014361,-0.001614,0.064718,0.1198,0.3988,-0.4650,-0.01,0.000007
0.3970,0.014480,-0.001218,0.064257,0.1193,0.3951,-0.4607,-0.01,0.000007
0.3980,0.014599,-0.000827,0.063801,0.1187,0.3915,-0.4565,-0.01,0.000007
0.3990,0.014717,-0.000439,0.063349,0.1182,0.3879,-0.4522,-0.01,0.000007
0.4000,0.014835,-0.000055,0.062901,0.1177,0.3843,-0.4479,-0.01,0.000007
0.4010,0.014952,0.000326,0.062457,0.1171,0.3807,-0.4437,-0.01,0.000007
0.4020,0.015069,0.000703,0.062018,0.1166,0.3772,-0.4395,-0.01,0.000007
0.4030,0.015185,0.001077,0.061582,0.1161,0.3736,-0.4353,-0.01,0.000007
0.4040,0.015300,0.001447,0.061151,0.1155,0.3701,-0.4311,-0.01,0.000007
0.4050,0.015415,0.001814,0.060724,0.1150,0.3666,-0.4269,-0.01,0.000007
0.4060,0.015530,0.002177,0.060302,0.1145,0.3630,-0.4227,-0.01,0.000007
0.4070,0.015644,0.002536,0.059883,0.1140,0.3596,-0.4186,-0.01,0.000007
0.4080,0.015757,0.002892,0.059469,0.1134,0.3561,-0.4145,-0.01,0.000007
0.4090,0.015870,0.003245,0.059058,0.1129,0.3526,-0.4104,-0.01,0.000007
0.4100,0.015982,0.003594,0.058652,0.1124,0.3492,-0.4063,-0.01,0.000007
0.4110,0.016094,0.003940,0.058250,0.1118,0.3457,-0.4022,-0.01,0.000007
0.4120,0.016206,0.004282,0.057852,0.1113,0.3423,-0.3981,-0.01,0.000007
0.4130,0.016316,0.004621,0.057458,0.1108,0.3389,-0.3941,-0.01,0.000007
0.4140,0.016427,0.004956,0.057068,0.1103,0.3355,-0.3900,-0.00,0.000007
0.4150,0.016536,0.005288,0.056681,0.1097,0.3321,-0.3860,-0.00,0.000007
0.4160,0.016646,0.005617,0.056299,0.1092,0.3288,-0.3820,-0.00,0.000007
0.4170,0.016754,0.005943,0.055921,0.1087,0.3254,-0.3780,-0.00,0.000007
0.4180,0.016862,0.006265,0.055547,0.1081,0.3221,-0.3741,-0.00,0.000007
0.4190,0.016970,0.006584,0.055177,0.1076,0.3188,-0.3701,-0.00,0.000007
0.4200,0.017077,0.006899,0.054811,0.1071,0.3155,-0.3662,-0.00,0.000007
0.4210,0.017184,0.007211,0.054449,0.1065,0.3122,-0.3623,-0.00,0.000007
0.4220,0.017290,0.007520,0.054090,0.1060,0.3089,-0.3584,-0.00,0.000007
0.4230,0.017395,0.007826,0.053736,0.1055,0.3056,-0.3545,-0.00,0.000007
0.4240,0.017500,0.008128,0.053385,0.1050,0.3024,-0.3507,-0.00,0.000007
0.4250,0.017604,0.008427,0.053038,0.1044,0.2992,-0.3468,-0.00,0.000007
0.4260,0.017708,0.008723,0.052695,0.1039,0.2960,-0.3430,-0.00,0.000007
0.4270,0.017812,0.009016,0.052356,0.1034,0.2928,-0.3392,-0.00,0.000007
0.4280,0.017915,0.009306,0.052021,0.1028,0.2896,-0.3354,-0.00,0.000007
0.4290,0.018017,0.009592,0.051689,0.1023,0.2864,-0.3316,-0.00,0.000007
0.4300,0.018119,0.009875,0.051361,0.1018,0.2833,-0.3279,-0.00,0.000007
0.4310,0.018220,0.010155,0.051037,0.1013,0.2801,-0.3241,-0.00,0.000007
0.4320,0.018321,0.010432,0.050717,0.1007,0.2770,-0.3204,-0.00,0.000007
0.4330,0.018421,0.010706,0.050400,0.1002,0.2739,-0.3167,-0.00,0.000007
0.4340,0.018520,0.010977,0.050087,0.0997,0.2708,-0.3130,-0.00,0.000007
0.4350,0.018620,0.011245,0.049778,0.0991,0.2677,-0.3094,-0.00,0.000007
0.4360,0.018718,0.011510,0.049472,0.0986,0.2647,-0.3057,-0.00,0.000007
0.4370,0.018816,0.011771,0.049170,0.0981,0.2616,-0.3021,-0.00,0.000007
0.4380,0.018914,0.012030,0.048871,0.0976,0.2586,-0.2985,-0.00,0.000007
0.4390,0.019011,0.012285,0.048577,0.0970,0.2556,-0.2949,-0.00,0.000007
0.4400,0.019107,0.012538,0.048285,0.0965,0.2526,-0.2913,-0.00,0.000007
0.4410,0.019203,0.012788,0.047998,0.0960,0.2496,-0.2878,-0.00,0.000007
0.4420,0.019299,0.013034,0.047713,0.0954,0.2466,-0.2842,-0.00,0.000007
0.4430,0.019394,0.013278,0.047433,0.0949,0.2437,-0.2807,-0.00,0.000007
0.4440,0.019488,0.013519,0.047155,0.0944,0.2407,-0.2772,-0.00,0.000007
0.4450,0.019582,0.013756,0.046882,0.0939,0.2378,-0.2737,-0.00,0.000007
0.4460,0.019675,0.013991,0.046611,0.0933,0.2349,-0.2703,-0.00,0.000007
0.4470,0.019768,0.014223,0.046344,0.0928,0.2320,-0.2668,-0.00,0.000007
0.4480,0.019860,0.014453,0.046081,0.0923,0.2291,-0.2634,-0.00,0.000007
0.4490,0.019952,0.014679,0.045821,0.0917,0.2263,-0.2600,0.00,0.000007
0.4500,0.020043,0.014902,0.045564,0.0912,0.2234,-0.2566,0.00,0.000007
0.4510,0.020134,0.015123,0.045311,0.0907,0.2206,-0.2533,0.00,0.000007
0.4520,0.020224,0.015341,0.045061,0.0902,0.2178,-0.2499,0.00,0.000007
0.4530,0.020314,0.015556,0.044815,0.0896,0.2150,-0.2466,0.00,0.000007
0.4540,0.020403,0.015768,0.044571,0.0891,0.2122,-0.2433,0.00,0.000007
0.4550,0.020492,0.015977,0.044331,0.0886,0.2094,-0.2400,0.00,0.000007
0.4560,0.020580,0.016184,0.044094,0.0881,0.2067,-0.2368,0.00,0.000007
0.4570,0.020667,0.016388,0.043861,0.0875,0.2039,-0.2335,0.00,0.000007
0.4580,0.020754,0.016589,0.043631,0.0870,0.2012,-0.2303,0.00,0.000007
0.4590,0.020841,0.016788,0.043404,0.0865,0.1985,-0.2271,0.00,0.000007
0.4600,0.020927,0.016984,0.043180,0.0860,0.1958,-0.2239,0.00,0.000007
0.4610,0.021012,0.017177,0.042959,0.0854,0.1931,-0.2207,0.00,0.000007
0.4620,0.021097,0.017367,0.042741,0.0849,0.1905,-0.2176,0.00,0.000007
0.4630,0.021181,0.017555,0.042527,0.0844,0.1878,-0.2145,0.00,0.000007
0.4640,0.021265,0.017740,0.042315,0.0838,0.1852,-0.2114,0.00,0.000007
0.4650,0.021348,0.017923,0.042107,0.0833,0.1826,-0.2083,0.00,0.000007
0.4660,0.021431,0.018103,0.041902,0.0828,0.1800,-0.2052,0.00,0.000007
0.4670,0.021513,0.018280,0.041700,0.0823,0.1774,-0.2022,0.00,0.000007
0.4680,0.021595,0.018455,0.041501,0.0817,0.1748,-0.1991,0.00,0.000007
0.4690,0.021676,0.018627,0.041305,0.0812,0.1723,-0.1961,0.00,0.000007
0.4700,0.021757,0.018797,0.041111,0.0807,0.1697,-0.1931,0.00,0.000007
0.4710,0.021837,0.018964,0.040921,0.0802,0.1672,-0.1902,0.00,0.000007
0.4720,0.021917,0.019129,0.040734,0.0796,0.1647,-0.1872,0.00,0.000007
0.4730,0.021996,0.019291,0.040550,0.0791,0.1622,-0.1843,0.00,0.000007
0.4740,0.022075,0.019451,0.040368,0.0786,0.1597,-0.1814,0.00,0.000007
0.4750,0.022153,0.019608,0.040190,0.0781,0.1573,-0.1785,0.00,0.000007
0.4760,0.022230,0.019763,0.040014,0.0775,0.1548,-0.1756,0.00,0.000007
0.4770,0.022307,0.019915,0.039841,0.0770,0.1524,-0.1728,0.00,0.000007
0.4780,0.022384,0.020065,0.039672,0.0765,0.1500,-0.1700,0.00,0.000007
0.4790,0.022460,0.020213,0.039504,0.0760,0.1476,-0.1671,0.00,0.000007
0.4800,0.022535,0.020358,0.039340,0.0754,0.1452,-0.1644,0.00,0.000007
0.4810,0.022610,0.020501,0.039178,0.0749,0.1428,-0.1616,0.00,0.000007
0.4820,0.022684,0.020641,0.039020,0.0744,0.1404,-0.1588,0.00,0.000007
0.4830,0.022758,0.020779,0.038863,0.0739,0.1381,-0.1561,0.00,0.000007
0.4840,0.022832,0.020915,0.038710,0.0733,0.1358,-0.1534,0.00,0.000007
0.4850,0.022904,0.021049,0.038559,0.0728,0.1334,-0.1507,0.00,0.000007
0.4860,0.022977,0.021180,0.038411,0.0723,0.1311,-0.1481,0.00,0.000007
0.4870,0.023049,0.021309,0.038266,0.0718,0.1289,-0.1454,0.00,0.000007
0.4880,0.023120,0.021435,0.038123,0.0712,0.1266,-0.1428,0.00,0.000007
0.4890,0.023191,0.021559,0.037983,0.0707,0.1243,-0.1402,0.00,0.000007
0.4900,0.023261,0.021682,0.037845,0.0702,0.1221,-0.1376,0.00,0.000007
0.4910,0.023330,0.021801,0.037710,0.0697,0.1199,-0.1350,0.00,0.000007
0.4920,0.023400,0.021919,0.037578,0.0692,0.1176,-0.1325,0.00,0.000007
0.4930,0.023468,0.022034,0.037448,0.0686,0.1154,-0.1300,0.00,0.000007
0.4940,0.023536,0.022148,0.037320,0.0681,0.1133,-0.1275,0.00,0.000007
0.4950,0.023604,0.022259,0.037195,0.0676,0.1111,-0.1250,0.00,0.000007
0.4960,0.023671,0.022368,0.037073,0.0671,0.1089,-0.1225,0.00,0.000007
0.4970,0.023738,0.022475,0.036953,0.0665,0.1068,-0.1201,0.00,0.000007
0.4980,0.023804,0.022579,0.036835,0.0660,0.1047,-0.1176,0.00,0.000007
0.4990,0.023869,0.022682,0.036720,0.0655,0.1026,-0.1152,0.00,0.000007
0.5000,0.023934,0.022782,0.036607,0.0650,0.1005,-0.1128,0.00,0.000007
0.5010,0.023998,0.022881,0.036497,0.0645,0.0984,-0.1105,0.00,0.000007
0.5020,0.024062,0.022977,0.036388,0.0639,0.0963,-0.1081,0.00,0.000007
0.5030,0.024126,0.023071,0.036283,0.0634,0.0943,-0.1058,0.00,0.000007
0.5040,0.024189,0.023164,0.036179,0.0629,0.0922,-0.1035,0.00,0.000007
0.5050,0.024251,0.023254,0.036078,0.0624,0.0902,-0.1012,0.00,0.000007
0.5060,0.024313,0.023342,0.035979,0.0618,0.0882,-0.0990,0.00,0.000007
0.5070,0.024374,0.023428,0.035882,0.0613,0.0862,-0.0967,0.00,0.000007
0.5080,0.024435,0.023512,0.035788,0.0608,0.0842,-0.0945,0.00,0.000007
0.5090,0.024495,0.023595,0.035695,0.0603,0.0823,-0.0923,0.00,0.000007
0.5100,0.024555,0.023675,0.035605,0.0598,0.0803,-0.0901,0.00,0.000007
0.5110,0.024614,0.023753,0.035517,0.0592,0.0784,-0.0879,0.00,0.000007
0.5120,0.024673,0.023830,0.035432,0.0587,0.0764,-0.0858,0.00,0.000007
0.5130,0.024731,0.023904,0.035348,0.0582,0.0745,-0.0837,0.00,0.000007
0.5140,0.024789,0.023977,0.035266,0.0577,0.0726,-0.0816,0.00,0.000007
0.5150,0.024846,0.024048,0.035187,0.0572,0.0708,-0.0795,0.00,0.000007
0.5160,0.024903,0.024117,0.035110,0.0566,0.0689,-0.0774,0.00,0.000007
0.5170,0.024959,0.024184,0.035034,0.0561,0.0670,-0.0754,0.00,0.000007
0.5180,0.025014,0.024249,0.034961,0.0556,0.0652,-0.0733,0.00,0.000007
0.5190,0.025069,0.024312,0.034890,0.0551,0.0634,-0.0713,0.00,0.000007
0.5200,0.025124,0.024374,0.034820,0.0546,0.0615,-0.0693,0.00,0.000007
0.5210,0.025178,0.024433,0.034753,0.0540,0.0597,-0.0674,0.00,0.000007
0.5220,0.025231,0.024491,0.034687,0.0535,0.0580,-0.0654,0.00,0.000007
0.5230,0.025284,0.024548,0.034624,0.0530,0.0562,-0.0635,0.00,0.000007
0.5240,0.025337,0.024602,0.034562,0.0525,0.0544,-0.0616,0.00,0.000007
0.5250,0.025389,0.024655,0.034503,0.0520,0.0527,-0.0597,0.00,0.000007
0.5260,0.025440,0.024706,0.034445,0.0514,0.0510,-0.0578,0.00,0.000007
0.5270,0.025491,0.024755,0.034389,0.0509,0.0492,-0.0560,0.00,0.000007
0.5280,0.025542,0.024802,0.034335,0.0504,0.0475,-0.0541,0.00,0.000007
0.5290,0.025592,0.024848,0.034282,0.0499,0.0458,-0.0523,0.00,0.000007
0.5300,0.025641,0.024892,0.034232,0.0494,0.0442,-0.0505,0.00,0.000007
0.5310,0.025690,0.024935,0.034183,0.0488,0.0425,-0.0488,0.00,0.000007
0.5320,0.025738,0.024976,0.034136,0.0483,0.0408,-0.0470,0.00,0.000007
0.5330,0.025786,0.025015,0.034091,0.0478,0.0392,-0.0453,0.00,0.000007
0.5340,0.025833,0.025053,0.034047,0.0473,0.0376,-0.0435,0.00,0.000007
0.5350,0.025880,0.025088,0.034005,0.0468,0.0360,-0.0419,0.00,0.000007
0.5360,0.025926,0.025123,0.033965,0.0463,0.0344,-0.0402,0.00,0.000007
0.5370,0.025972,0.025156,0.033927,0.0457,0.0328,-0.0385,0.00,0.000007
0.5380,0.026017,0.025187,0.033890,0.0452,0.0312,-0.0369,0.00,0.000007
0.5390,0.026062,0.025216,0.033855,0.0447,0.0296,-0.0353,0.00,0.000007
0.5400,0.026106,0.025245,0.033821,0.0442,0.0281,-0.0336,0.00,0.000007
0.5410,0.026150,0.025271,0.033789,0.0437,0.0265,-0.0321,0.00,0.000007
0.5420,0.026193,0.025296,0.033758,0.0432,0.0250,-0.0305,0.00,0.000007
0.5430,0.026235,0.025320,0.033729,0.0426,0.0235,-0.0290,0.00,0.000007
0.5440,0.026278,0.025342,0.033702,0.0421,0.0220,-0.0274,0.00,0.000007
0.5450,0.026319,0.025362,0.033676,0.0416,0.0205,-0.0259,0.00,0.000007
0.5460,0.026360,0.025381,0.033652,0.0411,0.0191,-0.0244,0.00,0.000007
0.5470,0.026401,0.025399,0.033629,0.0406,0.0176,-0.0230,0.00,0.000007
0.5480,0.026441,0.025415,0.033607,0.0401,0.0162,-0.0215,0.00,0.000007
0.5490,0.026480,0.025430,0.033587,0.0395,0.0147,-0.0201,0.00,0.000007
0.5500,0.026519,0.025443,0.033569,0.0390,0.0133,-0.0186,0.00,0.000007
0.5510,0.026558,0.025455,0.033551,0.0385,0.0119,-0.0172,0.00,0.000007
0.5520,0.026596,0.025465,0.033535,0.0380,0.0105,-0.0159,0.00,0.000007
0.5530,0.026633,0.025474,0.033521,0.0375,0.0091,-0.0145,0.00,0.000007
0.5540,0.026670,0.025482,0.033508,0.0370,0.0077,-0.0132,0.00,0.000007
0.5550,0.026707,0.025489,0.033496,0.0365,0.0064,-0.0118,0.00,0.000007
0.5560,0.026743,0.025494,0.033485,0.0359,0.0050,-0.0105,0.00,0.000007
0.5570,0.026778,0.025497,0.033476,0.0354,0.0037,-0.0092,0.00,0.000007
0.5580,0.026813,0.025500,0.033468,0.0349,0.0024,-0.0080,0.00,0.000007
0.5590,0.026848,0.025501,0.033462,0.0344,0.0010,-0.0067,0.00,0.000007
0.5600,0.026881,0.025500,0.033456,0.0339,-0.0003,-0.0055,0.00,0.000007
0.5610,0.026915,0.025499,0.033452,0.0334,-0.0015,-0.0043,0.00,0.000007
0.5620,0.026948,0.025496,0.033449,0.0329,-0.0028,-0.0031,0.00,0.000007
0.5630,0.026980,0.025492,0.033447,0.0323,-0.0041,-0.0019,0.00,0.000007
0.5640,0.027012,0.025487,0.033446,0.0318,-0.0053,-0.0007,0.00,0.000007
0.5650,0.027043,0.025480,0.033447,0.0313,-0.0066,0.0004,0.00,0.000007
0.5660,0.027074,0.025472,0.033448,0.0308,-0.0078,0.0016,0.00,0.000007
0.5670,0.027104,0.025463,0.033451,0.0303,-0.0090,0.0027,0.00,0.000007
0.5680,0.027134,0.025453,0.033455,0.0298,-0.0102,0.0038,0.00,0.000007
0.5690,0.027163,0.025441,0.033460,0.0293,-0.0114,0.0049,0.00,0.000007
0.5700,0.027192,0.025429,0.033465,0.0288,-0.0126,0.0059,0.00,0.000007
0.5710,0.027220,0.025415,0.033472,0.0283,-0.0138,0.0070,0.00,0.000007
0.5720,0.027248,0.025400,0.033480,0.0277,-0.0150,0.0080,0.00,0.000007
0.5730,0.027275,0.025384,0.033489,0.0272,-0.0161,0.0090,0.00,0.000007
0.5740,0.027302,0.025367,0.033499,0.0267,-0.0173,0.0100,0.00,0.000007
0.5750,0.027328,0.025348,0.033510,0.0262,-0.0184,0.0110,0.00,0.000007
0.5760,0.027354,0.025329,0.033522,0.0257,-0.0195,0.0119,0.00,0.000007
0.5770,0.027379,0.025308,0.033535,0.0252,-0.0206,0.0129,0.00,0.000007
0.5780,0.027404,0.025286,0.033549,0.0247,-0.0217,0.0138,0.00,0.000007
0.5790,0.027428,0.025264,0.033564,0.0242,-0.0228,0.0147,0.00,0.000007
0.5800,0.027452,0.025240,0.033579,0.0237,-0.0239,0.0156,0.00,0.000007
0.5810,0.027475,0.025215,0.033596,0.0232,-0.0249,0.0165,0.00,0.000007
0.5820,0.027497,0.025189,0.033613,0.0226,-0.0260,0.0173,0.00,0.000007
0.5830,0.027520,0.025162,0.033631,0.0221,-0.0270,0.0182,0.00,0.000007
0.5840,0.027541,0.025134,0.033650,0.0216,-0.0281,0.0190,0.00,0.000007
0.5850,0.027562,0.025105,0.033670,0.0211,-0.0291,0.0198,0.00,0.000007
0.5860,0.027583,0.025075,0.033691,0.0206,-0.0301,0.0206,0.00,0.000007
0.5870,0.027603,0.025044,0.033712,0.0201,-0.0311,0.0214,0.00,0.000007
0.5880,0.027623,0.025012,0.033734,0.0196,-0.0321,0.0222,0.00,0.000007
0.5890,0.027642,0.024979,0.033757,0.0191,-0.0330,0.0229,0.00,0.000007
0.5900,0.027660,0.024944,0.033781,0.0186,-0.0340,0.0236,0.00,0.000007
0.5910,0.027678,0.024910,0.033805,0.0181,-0.0350,0.0243,0.00,0.000007
0.5920,0.027696,0.024874,0.033830,0.0176,-0.0359,0.0250,0.00,0.000007
