t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau,x_roll
2.7600,-0.024534,-0.001915,-0.056025,-0.0300,0.0100,-0.0911,0.02,0.000007
2.7700,-0.024808,-0.001813,-0.056877,-0.0254,0.0104,-0.0804,0.02,0.000007
2.7800,-0.025037,-0.001708,-0.057623,-0.0207,0.0107,-0.0697,0.02,0.000007
2.7900,-0.025218,-0.001600,-0.058259,-0.0160,0.0110,-0.0588,0.02,0.000007
2.8000,-0.025352,-0.001488,-0.058787,-0.0112,0.0112,-0.0478,0.02,0.000007
2.8100,-0.025438,-0.001375,-0.059203,-0.0065,0.0115,-0.0367,0.02,0.000007
2.8200,-0.025476,-0.001259,-0.059509,-0.0017,0.0117,-0.0255,0.02,0.000007
2.8300,-0.025467,-0.001141,-0.059702,0.0031,0.0119,-0.0143,0.02,0.000007
2.8400,-0.025410,-0.001020,-0.059783,0.0078,0.0121,-0.0031,0.02,0.000007
2.8500,-0.025306,-0.000898,-0.059752,0.0126,0.0123,0.0082,0.02,0.000007
2.8600,-0.025154,-0.000775,-0.059609,0.0173,0.0124,0.0194,0.02,0.000007
2.8700,-0.024954,-0.000650,-0.059354,0.0220,0.0125,0.0305,0.02,0.000007
2.8800,-0.024708,-0.000524,-0.058987,0.0267,0.0126,0.0416,0.02,0.000007
2.8900,-0.024416,-0.000397,-0.058510,0.0313,0.0127,0.0527,0.02,0.000007
2.9000,-0.024078,-0.000269,-0.057923,0.0358,0.0128,0.0636,0.02,0.000007
2.9100,-0.023695,-0.000141,-0.057228,0.0403,0.0128,0.0744,0.02,0.000007
2.9200,-0.023268,-0.000013,-0.056425,0.0447,0.0128,0.0851,0.02,0.000007
2.9300,-0.022796,0.000116,-0.055517,0.0490,0.0128,0.0955,0.02,0.000007
2.9400,-0.022283,0.000244,-0.054504,0.0533,0.0128,0.1059,0.02,0.000007
2.9500,-0.021727,0.000372,-0.053390,0.0574,0.0128,0.1160,0.02,0.000007
2.9600,-0.021131,0.000500,-0.052176,0.0614,0.0127,0.1258,0.02,0.000007
2.9700,-0.020495,0.000626,-0.050864,0.0653,0.0126,0.1355,0.02,0.000007
2.9800,-0.019821,0.000751,-0.049458,0.0691,0.0125,0.1449,0.02,0.000007
2.9900,-0.019110,0.000876,-0.047958,0.0727,0.0123,0.1540,0.02,0.000007
3.0000,-0.018363,0.000998,-0.046370,0.0763,0.0122,0.1628,0.02,0.000007
3.0100,-0.017582,0.001119,-0.044695,0.0796,0.0120,0.1713,0.02,0.000007
3.0200,-0.016768,0.001238,-0.042936,0.0828,0.0118,0.1795,0.01,0.000007
3.0300,-0.015923,0.001355,-0.041097,0.0859,0.0116,0.1874,0.01,0.000007
3.0400,-0.015047,0.001469,-0.039182,0.0888,0.0113,0.1949,0.01,0.000007
3.0500,-0.014144,0.001581,-0.037194,0.0915,0.0111,0.2020,0.01,0.000007
3.0600,-0.013214,0.001690,-0.035136,0.0941,0.0108,0.2088,0.01,0.000007
3.0700,-0.012260,0.001796,-0.033014,0.0965,0.0104,0.2151,0.01,0.000007
3.0800,-0.011283,0.001898,-0.030829,0.0987,0.0101,0.2211,0.01,0.000007
3.0900,-0.010285,0.001998,-0.028588,0.1007,0.0098,0.2266,0.01,0.000007
3.1000,-0.009267,0.002093,-0.026293,0.1025,0.0094,0.2317,0.01,0.000007
3.1100,-0.008233,0.002185,-0.023950,0.1042,0.0090,0.2364,0.01,0.000007
3.1200,-0.007183,0.002272,-0.021562,0.1056,0.0086,0.2407,0.01,0.000007
3.1300,-0.006120,0.002356,-0.019134,0.1068,0.0081,0.2445,0.01,0.000007
3.1400,-0.005046,0.002435,-0.016671,0.1079,0.0077,0.2478,0.01,0.000007
3.1500,-0.003962,0.002509,-0.014176,0.1087,0.0072,0.2507,0.01,0.000007
3.1600,-0.002871,0.002579,-0.011656,0.1094,0.0067,0.2531,0.01,0.000007
3.1700,-0.001775,0.002643,-0.009115,0.1098,0.0062,0.2550,0.01,0.000007
3.1800,-0.000676,0.002703,-0.006556,0.1100,0.0057,0.2565,0.01,0.000007
3.1900,0.000424,0.002758,-0.003986,0.1100,0.0052,0.2574,0.00,0.000007
3.2000,0.001524,0.002807,-0.001408,0.1098,0.0047,0.2579,0.00,0.000007
3.2100,0.002620,0.002851,0.001171,0.1094,0.0041,0.2579,0.00,0.000007
3.2200,0.003711,0.002889,0.003748,0.1088,0.0036,0.2575,0.00,0.000007
3.2300,0.004795,0.002922,0.006318,0.1080,0.0030,0.2565,0.00,0.000007
3.2400,0.005869,0.002949,0.008876,0.1070,0.0025,0.2551,0.00,0.000007
3.2500,0.006933,0.002970,0.011416,0.1058,0.0019,0.2532,-0.00,0.000007
3.2600,0.007983,0.002986,0.013935,0.1044,0.0013,0.2508,-0.00,0.000007
3.2700,0.009018,0.002996,0.016428,0.1028,0.0007,0.2479,-0.00,0.000007
3.2800,0.010036,0.003000,0.018889,0.1010,0.0001,0.2446,-0.00,0.000007
3.2900,0.011034,0.002998,0.021315,0.0990,-0.0004,0.2408,-0.00,0.000007
3.3000,0.012012,0.002990,0.023700,0.0968,-0.0010,0.2366,-0.00,0.000007
3.3100,0.012967,0.002977,0.026041,0.0944,-0.0016,0.2319,-0.00,0.000007
3.3200,0.013898,0.002958,0.028332,0.0919,-0.0022,0.2268,-0.01,0.000007
3.3300,0.014802,0.002934,0.030570,0.0892,-0.0027,0.2213,-0.01,0.000007
3.3400,0.015679,0.002903,0.032751,0.0863,-0.0033,0.2153,-0.01,0.000007
3.3500,0.016525,0.002868,0.034869,0.0833,-0.0038,0.2090,-0.01,0.000007
3.3600,0.017341,0.002826,0.036922,0.0801,-0.0044,0.2022,-0.01,0.000007
3.3700,0.018124,0.002780,0.038905,0.0768,-0.0049,0.1951,-0.01,0.000007
3.3800,0.018873,0.002728,0.040815,0.0733,-0.0054,0.1876,-0.01,0.000007
3.3900,0.019586,0.002671,0.042648,0.0697,-0.0059,0.1797,-0.01,0.000007
3.4000,0.020262,0.002609,0.044401,0.0659,-0.0064,0.1716,-0.01,0.000007
3.4100,0.020900,0.002543,0.046070,0.0621,-0.0069,0.1631,-0.01,0.000007
3.4200,0.021499,0.002471,0.047652,0.0581,-0.0073,0.1542,-0.01,0.000007
3.4300,0.022058,0.002395,0.049145,0.0540,-0.0078,0.1451,-0.01,0.000007
3.4400,0.022575,0.002315,0.050545,0.0498,-0.0082,0.1358,-0.01,0.000007
3.4500,0.023049,0.002230,0.051850,0.0455,-0.0086,0.1261,-0.01,0.000007
3.4600,0.023480,0.002142,0.053057,0.0411,-0.0090,0.1162,-0.01,0.000007
3.4700,0.023867,0.002050,0.054164,0.0367,-0.0094,0.1062,-0.01,0.000007
3.4800,0.024210,0.001953,0.055169,0.0322,-0.0098,0.0959,-0.01,0.000007
3.4900,0.024506,0.001854,0.056070,0.0276,-0.0101,0.0854,-0.02,0.000007
3.5000,0.024757,0.001751,0.056866,0.0230,-0.0104,0.0748,-0.02,0.000007
3.5100,0.024962,0.001645,0.057555,0.0183,-0.0107,0.0640,-0.02,0.000007
3.5200,0.025119,0.001536,0.058136,0.0136,-0.0110,0.0531,-0.02,0.000007
3.5300,0.025229,0.001425,0.058607,0.0089,-0.0113,0.0422,-0.02,0.000007
3.5400,0.025292,0.001311,0.058968,0.0042,-0.0115,0.0311,-0.02,0.000007
3.5500,0.025308,0.001194,0.059218,-0.0006,-0.0117,0.0200,-0.02,0.000007
3.5600,0.025276,0.001076,0.059357,-0.0053,-0.0119,0.0089,-0.02,0.000007
3.5700,0.025197,0.000956,0.059384,-0.0101,-0.0121,-0.0023,-0.02,0.000007
3.5800,0.025070,0.000834,0.059300,-0.0148,-0.0123,-0.0134,-0.02,0.000007
3.5900,0.024897,0.000710,0.059104,-0.0195,-0.0124,-0.0246,-0.02,0.000007
3.6000,0.024677,0.000586,0.058798,-0.0241,-0.0125,-0.0356,-0.02,0.000007
3.6100,0.024410,0.000460,0.058381,-0.0287,-0.0126,-0.0466,-0.02,0.000007
3.6200,0.024098,0.000333,0.057855,-0.0333,-0.0127,-0.0575,-0.02,0.000007
3.6300,0.023741,0.000206,0.057220,-0.0377,-0.0127,-0.0683,-0.02,0.000007
3.6400,0.023339,0.000079,0.056478,-0.0422,-0.0128,-0.0790,-0.02,0.000007
3.6500,0.022894,-0.000049,0.055630,-0.0465,-0.0128,-0.0895,-0.02,0.000007
3.6600,0.022405,-0.000176,0.054678,-0.0507,-0.0128,-0.0998,-0.02,0.000007
3.6700,0.021875,-0.000304,0.053624,-0.0549,-0.0127,-0.1100,-0.02,0.000007
3.6800,0.021304,-0.000431,0.052469,-0.0589,-0.0127,-0.1199,-0.02,0.000007
3.6900,0.020693,-0.000557,0.051217,-0.0629,-0.0126,-0.1296,-0.02,0.000007
3.7000,0.020043,-0.000682,0.049868,-0.0667,-0.0125,-0.1391,-0.02,0.000007
3.7100,0.019356,-0.000806,0.048427,-0.0704,-0.0123,-0.1483,-0.02,0.000007
3.7200,0.018632,-0.000928,0.046895,-0.0739,-0.0122,-0.1572,-0.02,0.000007
3.7300,0.017874,-0.001049,0.045275,-0.0774,-0.0120,-0.1658,-0.02,0.000007
3.7400,0.017082,-0.001169,0.043571,-0.0806,-0.0118,-0.1741,-0.01,0.000007
3.7500,0.016258,-0.001286,0.041786,-0.0838,-0.0116,-0.1821,-0.01,0.000007
3.7600,0.015404,-0.001401,0.039922,-0.0867,-0.0114,-0.1897,-0.01,0.000007
3.7700,0.014521,-0.001513,0.037985,-0.0895,-0.0111,-0.1970,-0.01,0.000007
3.7800,0.013611,-0.001623,0.035976,-0.0922,-0.0108,-0.2039,-0.01,0.000007
3.7900,0.012676,-0.001730,0.033901,-0.0946,-0.0105,-0.2104,-0.01,0.000007
3.8000,0.011717,-0.001833,0.031763,-0.0969,-0.0102,-0.2166,-0.01,0.000007
3.8100,0.010736,-0.001934,0.029565,-0.0990,-0.0099,-0.2223,-0.01,0.000007
3.8200,0.009735,-0.002030,0.027313,-0.1009,-0.0095,-0.2276,-0.01,0.000007
3.8300,0.008716,-0.002123,0.025010,-0.1027,-0.0091,-0.2325,-0.01,0.000007
3.8400,0.007681,-0.002213,0.022660,-0.1042,-0.0087,-0.2369,-0.01,0.000007
3.8500,0.006631,-0.002298,0.020269,-0.1055,-0.0083,-0.2409,-0.01,0.000007
3.8600,0.005570,-0.002378,0.017840,-0.1067,-0.0079,-0.2445,-0.01,0.000007
3.8700,0.004498,-0.002454,0.015377,-0.1076,-0.0074,-0.2476,-0.01,0.000007
3.8800,0.003418,-0.002526,0.012887,-0.1083,-0.0069,-0.2502,-0.01,0.000007
3.8900,0.002331,-0.002593,0.010373,-0.1089,-0.0065,-0.2524,-0.01,0.000007
3.9000,0.001241,-0.002655,0.007839,-0.1092,-0.0060,-0.2540,-0.01,0.000007
3.9100,0.000148,-0.002712,0.005292,-0.1093,-0.0054,-0.2553,-0.00,0.000007
3.9200,-0.000944,-0.002763,0.002735,-0.1092,-0.0049,-0.2560,-0.00,0.000007
3.9300,-0.002035,-0.002809,0.000173,-0.1089,-0.0044,-0.2563,-0.00,0.000007
3.9400,-0.003122,-0.002850,-0.002389,-0.1084,-0.0038,-0.2560,-0.00,0.000007
3.9500,-0.004202,-0.002886,-0.004946,-0.1077,-0.0033,-0.2554,-0.00,0.000007
3.9600,-0.005275,-0.002916,-0.007493,-0.1068,-0.0027,-0.2542,-0.00,0.000007
3.9700,-0.006337,-0.002940,-0.010026,-0.1057,-0.0022,-0.2525,-0.00,0.000007
3.9800,-0.007387,-0.002958,-0.012540,-0.1044,-0.0016,-0.2504,0.00,0.000007
3.9900,-0.008423,-0.002971,-0.015031,-0.1029,-0.0010,-0.2478,0.00,0.000007
4.0000,-0.009444,-0.002978,-0.017492,-0.1012,-0.0004,-0.2447,0.00,0.000007
4.0100,-0.010446,-0.002979,-0.019921,-0.0994,0.0001,-0.2412,0.00,0.000007
4.0200,-0.011428,-0.002975,-0.022312,-0.0973,0.0007,-0.2373,0.00,0.000007
4.0300,-0.012389,-0.002965,-0.024660,-0.0950,0.0013,-0.2329,0.00,0.000007
4.0400,-0.013326,-0.002949,-0.026963,-0.0926,0.0018,-0.2280,0.01,0.000007
4.0500,-0.014238,-0.002927,-0.029214,-0.0900,0.0024,-0.2227,0.01,0.000007
4.0600,-0.015124,-0.002900,-0.031410,-0.0873,0.0030,-0.2170,0.01,0.000007
4.0700,-0.015980,-0.002868,-0.033547,-0.0843,0.0035,-0.2109,0.01,0.000007
4.0800,-0.016807,-0.002830,-0.035621,-0.0812,0.0041,-0.2044,0.01,0.000007
4.0900,-0.017602,-0.002786,-0.037627,-0.0780,0.0046,-0.1975,0.01,0.000007
4.1000,-0.018363,-0.002737,-0.039563,-0.0746,0.0051,-0.1903,0.01,0.000007
4.1100,-0.019090,-0.002683,-0.041424,-0.0711,0.0056,-0.1827,0.01,0.000007
4.1200,-0.019781,-0.002625,-0.043207,-0.0675,0.0061,-0.1747,0.01,0.000007
4.1300,-0.020435,-0.002561,-0.044909,-0.0637,0.0066,-0.1664,0.01,0.000007
4.1400,-0.021051,-0.002492,-0.046526,-0.0598,0.0071,-0.1578,0.01,0.000007
4.1500,-0.021626,-0.002419,-0.048055,-0.0558,0.0075,-0.1489,0.01,0.000007
4.1600,-0.022161,-0.002342,-0.049494,-0.0517,0.0079,-0.1397,0.01,0.000007
4.1700,-0.022655,-0.002260,-0.050840,-0.0474,0.0084,-0.1303,0.01,0.000007
4.1800,-0.023106,-0.002174,-0.052090,-0.0431,0.0088,-0.1206,0.01,0.000007
4.1900,-0.023513,-0.002084,-0.053241,-0.0388,0.0092,-0.1107,0.01,0.000007
4.2000,-0.023876,-0.001991,-0.054293,-0.0343,0.0095,-0.1006,0.01,0.000007
4.2100,-0.024195,-0.001894,-0.055242,-0.0298,0.0099,-0.0903,0.01,0.000007
4.2200,-0.024468,-0.001793,-0.056088,-0.0252,0.0102,-0.0798,0.02,0.000007
4.2300,-0.024695,-0.001689,-0.056828,-0.0206,0.0105,-0.0692,0.02,0.000007
4.2400,-0.024876,-0.001583,-0.057460,-0.0160,0.0108,-0.0584,0.02,0.000007
4.2500,-0.025010,-0.001473,-0.057985,-0.0113,0.0111,-0.0476,0.02,0.000007
4.2600,-0.025097,-0.001361,-0.058401,-0.0066,0.0113,-0.0366,0.02,0.000007
4.2700,-0.025137,-0.001247,-0.058707,-0.0019,0.0115,-0.0256,0.02,0.000007
4.2800,-0.025130,-0.001130,-0.058903,0.0028,0.0118,-0.0146,0.02,0.000007
4.2900,-0.025076,-0.001012,-0.058988,0.0075,0.0119,-0.0035,0.02,0.000007
4.3000,-0.024974,-0.000891,-0.058962,0.0122,0.0121,0.0076,0.02,0.000007
4.3100,-0.024826,-0.000769,-0.058825,0.0169,0.0123,0.0186,0.02,0.000007
4.3200,-0.024632,-0.000646,-0.058578,0.0215,0.0124,0.0297,0.02,0.000007
4.3300,-0.024391,-0.000522,-0.058221,0.0261,0.0125,0.0406,0.02,0.000007
4.3400,-0.024105,-0.000397,-0.057755,0.0307,0.0126,0.0515,0.02,0.000007
4.3500,-0.023773,-0.000271,-0.057181,0.0352,0.0126,0.0623,0.02,0.000007
4.3600,-0.023397,-0.000144,-0.056499,0.0396,0.0127,0.0729,0.02,0.000007
4.3700,-0.022977,-0.000017,-0.055711,0.0439,0.0127,0.0835,0.02,0.000007
4.3800,-0.022514,0.000109,-0.054820,0.0482,0.0127,0.0938,0.02,0.000007
4.3900,-0.022009,0.000236,-0.053825,0.0524,0.0127,0.1040,0.02,0.000007
4.4000,-0.021463,0.000362,-0.052730,0.0565,0.0126,0.1140,0.02,0.000007
4.4100,-0.020876,0.000488,-0.051536,0.0604,0.0125,0.1238,0.02,0.000007
4.4200,-0.020250,0.000613,-0.050246,0.0643,0.0124,0.1333,0.02,0.000007
4.4300,-0.019587,0.000737,-0.048862,0.0680,0.0123,0.1426,0.02,0.000007
4.4400,-0.018887,0.000859,-0.047387,0.0716,0.0122,0.1516,0.02,0.000007
4.4500,-0.018151,0.000980,-0.045823,0.0751,0.0120,0.1603,0.02,0.000007
4.4600,-0.017382,0.001100,-0.044174,0.0784,0.0119,0.1687,0.01,0.000007
4.4700,-0.016580,0.001217,-0.042442,0.0816,0.0117,0.1768,0.01,0.000007
4.4800,-0.015747,0.001333,-0.040631,0.0846,0.0114,0.1846,0.01,0.000007
4.4900,-0.014885,0.001445,-0.038744,0.0875,0.0112,0.1920,0.01,0.000007
4.5000,-0.013995,0.001556,-0.036786,0.0902,0.0109,0.1990,0.01,0.000007
4.5100,-0.013078,0.001663,-0.034758,0.0927,0.0106,0.2057,0.01,0.000007
4.5200,-0.012138,0.001768,-0.032666,0.0951,0.0103,0.2120,0.01,0.000007
4.5300,-0.011175,0.001869,-0.030514,0.0973,0.0100,0.2179,0.01,0.000007
4.5400,-0.010191,0.001967,-0.028304,0.0993,0.0096,0.2234,0.01,0.000007
4.5500,-0.009188,0.002062,-0.026042,0.1011,0.0093,0.2284,0.01,0.000007
4.5600,-0.008168,0.002152,-0.023732,0.1027,0.0089,0.2331,0.01,0.000007
4.5700,-0.007132,0.002239,-0.021378,0.1041,0.0085,0.2373,0.01,0.000007
4.5800,-0.006084,0.002321,-0.018983,0.1054,0.0080,0.2411,0.01,0.000007
4.5900,-0.005024,0.002399,-0.016554,0.1064,0.0076,0.2444,0.01,0.000007
4.6000,-0.003955,0.002473,-0.014095,0.1072,0.0071,0.2472,0.01,0.000007
4.6100,-0.002879,0.002542,-0.011609,0.1079,0.0067,0.2496,0.01,0.000007
4.6200,-0.001798,0.002606,-0.009102,0.1083,0.0062,0.2515,0.01,0.000007
4.6300,-0.000713,0.002665,-0.006578,0.1085,0.0057,0.2530,0.01,0.000007
4.6400,0.000372,0.002719,-0.004042,0.1086,0.0052,0.2540,0.00,0.000007
4.6500,0.001457,0.002767,-0.001499,0.1084,0.0046,0.2545,0.00,0.000007
4.6600,0.002539,0.002811,0.001046,0.1080,0.0041,0.2545,0.00,0.000007
4.6700,0.003615,0.002849,0.003589,0.1074,0.0036,0.2541,0.00,0.000007
4.6800,0.004685,0.002881,0.006125,0.1066,0.0030,0.2531,0.00,0.000007
4.6900,0.005746,0.002908,0.008649,0.1056,0.0024,0.2518,0.00,0.000007
4.7000,0.006796,0.002930,0.011157,0.1044,0.0019,0.2499,-0.00,0.000007
4.7100,0.007832,0.002945,0.013644,0.1030,0.0013,0.2476,-0.00,0.000007
4.7200,0.008854,0.002955,0.016104,0.1015,0.0007,0.2448,-0.00,0.000007
4.7300,0.009859,0.002960,0.018534,0.0997,0.0002,0.2415,-0.00,0.000007
4.7400,0.010846,0.002958,0.020929,0.0977,-0.0004,0.2378,-0.00,0.000007
4.7500,0.011811,0.002951,0.023285,0.0956,-0.0010,0.2336,-0.00,0.000007
4.7600,0.012755,0.002938,0.025596,0.0933,-0.0015,0.2290,-0.00,0.000007
4.7700,0.013674,0.002920,0.027859,0.0908,-0.0021,0.2240,-0.01,0.000007
4.7800,0.014568,0.002896,0.030070,0.0881,-0.0027,0.2186,-0.01,0.000007
4.7900,0.015434,0.002866,0.032224,0.0853,-0.0032,0.2127,-0.01,0.000007
4.8000,0.016270,0.002831,0.034317,0.0823,-0.0037,0.2065,-0.01,0.000007
4.8100,0.017076,0.002791,0.036345,0.0792,-0.0043,0.1998,-0.01,0.000007
4.8200,0.017850,0.002745,0.038305,0.0759,-0.0048,0.1928,-0.01,0.000007
4.8300,0.018591,0.002694,0.040193,0.0725,-0.0053,0.1854,-0.01,0.000007
4.8400,0.019296,0.002638,0.042005,0.0689,-0.0058,0.1777,-0.01,0.000007
4.8500,0.019965,0.002577,0.043738,0.0652,-0.0063,0.1696,-0.01,0.000007
4.8600,0.020596,0.002512,0.045388,0.0614,-0.0068,0.1612,-0.01,0.000007
4.8700,0.021189,0.002442,0.046953,0.0575,-0.0072,0.1526,-0.01,0.000007
4.8800,0.021741,0.002367,0.048430,0.0534,-0.0077,0.1436,-0.01,0.000007
4.8900,0.022253,0.002288,0.049815,0.0493,-0.0081,0.1343,-0.01,0.000007
4.9000,0.022723,0.002205,0.051107,0.0451,-0.0085,0.1249,-0.01,0.000007
4.9100,0.023151,0.002117,0.052302,0.0408,-0.0089,0.1151,-0.01,0.000007
4.9200,0.023534,0.002026,0.053398,0.0364,-0.0093,0.1052,-0.01,0.000007
4.9300,0.023874,0.001932,0.054395,0.0320,-0.0096,0.0950,-0.01,0.000007
4.9400,0.024169,0.001834,0.055288,0.0274,-0.0100,0.0847,-0.02,0.000007
4.9500,0.024418,0.001732,0.056078,0.0229,-0.0103,0.0742,-0.02,0.000007
4.9600,0.024622,0.001628,0.056762,0.0183,-0.0106,0.0636,-0.02,0.000007
4.9700,0.024779,0.001520,0.057340,0.0137,-0.0109,0.0529,-0.02,0.000007
4.9800,0.024890,0.001411,0.057809,0.0090,-0.0111,0.0421,-0.02,0.000007
4.9900,0.024954,0.001298,0.058170,0.0043,-0.0114,0.0312,-0.02,0.000007
5.0000,0.024972,0.001183,0.058422,-0.0004,-0.0116,0.0202,-0.02,0.000007
5.0100,0.024942,0.001067,0.058564,-0.0050,-0.0118,0.0092,-0.02,0.000007
5.0200,0.024866,0.000948,0.058595,-0.0097,-0.0119,-0.0018,-0.02,0.000007
5.0300,0.024743,0.000828,0.058517,-0.0144,-0.0121,-0.0128,-0.02,0.000007
5.0400,0.024574,0.000706,0.058329,-0.0190,-0.0122,-0.0238,-0.02,0.000007
5.0500,0.024359,0.000583,0.058031,-0.0236,-0.0123,-0.0347,-0.02,0.000007
5.0600,0.024098,0.000459,0.057625,-0.0281,-0.0124,-0.0455,-0.02,0.000007
5.0700,0.023792,0.000334,0.057110,-0.0326,-0.0125,-0.0563,-0.02,0.000007
5.0800,0.023441,0.000209,0.056488,-0.0371,-0.0126,-0.0670,-0.02,0.000007
5.0900,0.023047,0.000083,0.055761,-0.0414,-0.0126,-0.0775,-0.02,0.000007
5.1000,0.022609,-0.000043,0.054929,-0.0457,-0.0126,-0.0879,-0.02,0.000007
5.1100,0.022129,-0.000169,0.053994,-0.0499,-0.0126,-0.0981,-0.02,0.000007
5.1200,0.021607,-0.000295,0.052958,-0.0540,-0.0125,-0.1081,-0.02,0.000007
5.1300,0.021045,-0.000420,0.051823,-0.0580,-0.0125,-0.1179,-0.02,0.000007
5.1400,0.020444,-0.000545,0.050591,-0.0619,-0.0124,-0.1275,-0.02,0.000007
5.1500,0.019805,-0.000668,0.049265,-0.0656,-0.0123,-0.1368,-0.02,0.000007
5.1600,0.019128,-0.000791,0.047846,-0.0693,-0.0122,-0.1459,-0.02,0.000007
5.1700,0.018415,-0.000912,0.046338,-0.0728,-0.0120,-0.1547,-0.02,0.000007
5.1800,0.017669,-0.001031,0.044744,-0.0762,-0.0119,-0.1632,-0.01,0.000007
5.1900,0.016889,-0.001149,0.043066,-0.0794,-0.0117,-0.1715,-0.01,0.000007
5.2000,0.016077,-0.001265,0.041308,-0.0825,-0.0115,-0.1793,-0.01,0.000007
5.2100,0.015236,-0.001378,0.039473,-0.0855,-0.0112,-0.1869,-0.01,0.000007
5.2200,0.014366,-0.001489,0.037564,-0.0882,-0.0110,-0.1941,-0.01,0.000007
5.2300,0.013469,-0.001597,0.035585,-0.0908,-0.0107,-0.2009,-0.01,0.000007
5.2400,0.012547,-0.001703,0.033540,-0.0933,-0.0104,-0.2074,-0.01,0.000007
5.2500,0.011602,-0.001805,0.031433,-0.0955,-0.0101,-0.2134,-0.01,0.000007
5.2600,0.010635,-0.001904,0.029267,-0.0976,-0.0098,-0.2191,-0.01,0.000007
5.2700,0.009648,-0.002000,0.027047,-0.0995,-0.0094,-0.2244,-0.01,0.000007
5.2800,0.008643,-0.002092,0.024776,-0.1012,-0.0090,-0.2292,-0.01,0.000007
5.2900,0.007623,-0.002180,0.022460,-0.1027,-0.0086,-0.2336,-0.01,0.000007
5.3000,0.006588,-0.002264,0.020102,-0.1041,-0.0082,-0.2376,-0.01,0.000007
5.3100,0.005541,-0.002344,0.017707,-0.1052,-0.0078,-0.2411,-0.01,0.000007
5.3200,0.004484,-0.002419,0.015278,-0.1061,-0.0073,-0.2442,-0.01,0.000007
5.3300,0.003418,-0.002490,0.012822,-0.1069,-0.0069,-0.2468,-0.01,0.000007
5.3400,0.002347,-0.002556,0.010342,-0.1074,-0.0064,-0.2489,-0.01,0.000007
5.3500,0.001271,-0.002617,0.007843,-0.1077,-0.0059,-0.2506,-0.01,0.000007
5.3600,0.000193,-0.002673,0.005330,-0.1078,-0.0054,-0.2518,-0.00,0.000007
5.3700,-0.000885,-0.002724,0.002807,-0.1078,-0.0049,-0.2526,-0.00,0.000007
5.3800,-0.001962,-0.002770,0.000279,-0.1075,-0.0043,-0.2529,-0.00,0.000007
5.3900,-0.003034,-0.002811,-0.002248,-0.1070,-0.0038,-0.2527,-0.00,0.000007
5.4000,-0.004101,-0.002846,-0.004772,-0.1063,-0.0033,-0.2520,-0.00,0.000007
5.4100,-0.005159,-0.002876,-0.007286,-0.1054,-0.0027,-0.2509,-0.00,0.000007
5.4200,-0.006208,-0.002900,-0.009786,-0.1044,-0.0022,-0.2492,-0.00,0.000007
5.4300,-0.007245,-0.002918,-0.012267,-0.1031,-0.0016,-0.2472,0.00,0.000007
5.4400,-0.008268,-0.002931,-0.014726,-0.1016,-0.0010,-0.2446,0.00,0.000007
5.4500,-0.009275,-0.002938,-0.017156,-0.1000,-0.0005,-0.2416,0.00,0.000007
5.4600,-0.010265,-0.002940,-0.019554,-0.0981,0.0001,-0.2382,0.00,0.000007
5.4700,-0.011235,-0.002936,-0.021914,-0.0961,0.0007,-0.2343,0.00,0.000007
