t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau
5.000000000000003747e-02,-7.801122176762846638e-02,-2.432868141064638279e-01,4.204703901760722951e-01,-1.113167418144510590e+00,-3.822129330192746366e+00,4.407068796910595054e+00,-3.152987368196642493e-01
5.100000000000003836e-02,-7.909348917947219004e-02,-2.470255455110254850e-01,4.247926303730449882e-01,-1.082267411843720550e+00,-3.738731404441724138e+00,4.322240196944967749e+00,-3.207285194340681045e-01
5.200000000000003925e-02,-8.014487010779451637e-02,-2.506811140493599988e-01,4.290301829862868122e-01,-1.051380928322320996e+00,-3.655568538212968122e+00,4.237552613213487085e+00,-3.262355233860185777e-01
5.300000000000004013e-02,-8.116537151733732580e-02,-2.542537267436400517e-01,4.331831516522013370e-01,-1.020501409542810656e+00,-3.572612694157106361e+00,4.152968665885672372e+00,-3.318183136112682341e-01
5.400000000000004102e-02,-8.215499377356065558e-02,-2.577435626490868215e-01,4.372516029975358487e-01,-9.896222562233339959e-01,-3.489835905322598464e+00,4.068451345305063249e+00,-3.374751234968385027e-01
5.500000000000004191e-02,-8.311373063565902219e-02,-2.611507730307162656e-01,4.412355671152760062e-01,-9.587368620983615086e-01,-3.407210381504049312e+00,3.983964117710535380e+00,-3.432038967360915294e-01
5.600000000000004280e-02,-8.404156927820694012e-02,-2.644754816255906471e-01,4.451350381252508481e-01,-9.278386425479199229e-01,-3.324708594747831647e+00,3.899471009944921462e+00,-3.490023175902612351e-01
5.700000000000004369e-02,-8.493849033703727847e-02,-2.677177849743143101e-01,4.489499748032734217e-01,-8.969210588303424547e-01,-3.242303348596273338e+00,3.814936677992208480e+00,-3.548678317500755242e-01
5.800000000000004458e-02,-8.580446797595907282e-02,-2.708777528092102815e-01,4.526803012665431281e-01,-8.659776389217901382e-01,-3.159967834767656747e+00,3.730326463239653556e+00,-3.607976595609243553e-01
5.900000000000004546e-02,-8.663946997173867237e-02,-2.739554284896031922e-01,4.563259077061820879e-01,-8.350019957795965508e-01,-3.077675680264004843e+00,3.645606439608702676e+00,-3.667888030345984873e-01
6.000000000000004635e-02,-8.744345781543420848e-02,-2.769508294770665069e-01,4.598866511603092455e-01,-8.039878436955322227e-01,-2.995400987333845411e+00,3.560743454097048843e+00,-3.728380478044752699e-01
6.100000000000004724e-02,-8.821638682871904558e-02,-2.798639478454565399e-01,4.633623563231260567e-01,-7.729290132848308792e-01,-2.913118368260102287e+00,3.475705162786920432e+00,-3.789419609582771464e-01
6.200000000000004813e-02,-8.895820629427639292e-02,-2.826947508221679395e-01,4.667528163871459412e-01,-7.418194655573429053e-01,-2.830802976581183295e+00,3.390460063990444084e+00,-3.850968855205429975e-01
